timestamp,open,high,low,close,volume
2012-11-16 10:00:00+00:00,1.586110,1.586180,1.585720,1.585990,1032.000000
2012-11-16 11:00:00+00:00,1.585970,1.586280,1.585730,1.585730,1220.000000
2012-11-16 12:00:00+00:00,1.585730,1.586320,1.584800,1.585710,1559.000000
2012-11-16 13:00:00+00:00,1.585720,1.588870,1.585530,1.588240,2843.000000
2012-11-16 14:00:00+00:00,1.588250,1.589310,1.587360,1.588330,3304.000000
2012-11-16 15:00:00+00:00,1.588380,1.588560,1.586350,1.586710,3234.000000
2012-11-16 16:00:00+00:00,1.586720,1.587120,1.585200,1.585250,2886.000000
2012-11-16 17:00:00+00:00,1.585240,1.586000,1.584400,1.585930,2477.000000
2012-11-16 18:00:00+00:00,1.585920,1.586890,1.585600,1.586860,2717.000000
2012-11-16 19:00:00+00:00,1.586840,1.588790,1.586650,1.587220,2960.000000
2012-11-16 20:00:00+00:00,1.587230,1.587940,1.585770,1.586770,3076.000000
2012-11-16 21:00:00+00:00,1.586760,1.587080,1.583590,1.584510,4337.000000
2012-11-16 22:00:00+00:00,1.584520,1.586620,1.583510,1.586370,3901.000000
2012-11-16 23:00:00+00:00,1.586370,1.587690,1.585560,1.587010,2845.000000
2012-11-17 00:00:00+00:00,1.587000,1.588410,1.586670,1.588210,2017.000000
2012-11-17 01:00:00+00:00,1.588200,1.588650,1.587540,1.588150,1836.000000
2012-11-17 02:00:00+00:00,1.588150,1.590050,1.587820,1.588890,2044.000000
2012-11-17 03:00:00+00:00,1.588880,1.589150,1.587800,1.587920,1723.000000
2012-11-19 05:00:00+00:00,1.588980,1.590590,1.588750,1.589700,2408.000000
2012-11-19 06:00:00+00:00,1.589710,1.590010,1.588730,1.589210,2053.000000
2012-11-19 07:00:00+00:00,1.589180,1.591510,1.589110,1.590960,1891.000000
2012-11-19 08:00:00+00:00,1.590970,1.591760,1.590790,1.591550,1445.000000
2012-11-19 09:00:00+00:00,1.591540,1.592230,1.591330,1.591810,1180.000000
2012-11-19 10:00:00+00:00,1.591800,1.591870,1.591460,1.591720,858.000000
2012-11-19 11:00:00+00:00,1.591750,1.591900,1.590950,1.591110,1124.000000
2012-11-19 12:00:00+00:00,1.591100,1.592080,1.591030,1.591510,1462.000000
2012-11-19 13:00:00+00:00,1.591510,1.592100,1.589930,1.590160,2110.000000
2012-11-19 14:00:00+00:00,1.590170,1.591350,1.589420,1.590810,3051.000000
2012-11-19 15:00:00+00:00,1.590820,1.590880,1.589540,1.589870,2565.000000
2012-11-19 16:00:00+00:00,1.589880,1.591590,1.589440,1.591290,2542.000000
2012-11-19 17:00:00+00:00,1.591230,1.591670,1.590200,1.590280,2647.000000
2012-11-19 18:00:00+00:00,1.590260,1.590440,1.589060,1.589400,2286.000000
2012-11-19 19:00:00+00:00,1.589460,1.590250,1.588660,1.589980,2587.000000
2012-11-19 20:00:00+00:00,1.589970,1.591050,1.589970,1.590930,3073.000000
2012-11-19 21:00:00+00:00,1.590920,1.591790,1.588920,1.591260,4057.000000
2012-11-19 22:00:00+00:00,1.591270,1.591500,1.590590,1.590700,2465.000000
2012-11-19 23:00:00+00:00,1.590670,1.590880,1.590100,1.590860,1515.000000
2012-11-20 00:00:00+00:00,1.590880,1.591000,1.590050,1.590240,1396.000000
2012-11-20 01:00:00+00:00,1.590250,1.590730,1.590110,1.590230,1316.000000
2012-11-20 02:00:00+00:00,1.590230,1.590580,1.589730,1.590430,1201.000000
2012-11-20 03:00:00+00:00,1.590440,1.591070,1.590430,1.590750,1413.000000
2012-11-20 04:00:00+00:00,1.590740,1.591170,1.589410,1.590540,2688.000000
2012-11-20 05:00:00+00:00,1.590520,1.590520,1.589090,1.589180,1501.000000
2012-11-20 06:00:00+00:00,1.589170,1.589800,1.589140,1.589600,1253.000000
2012-11-20 07:00:00+00:00,1.589600,1.590550,1.589420,1.590200,1236.000000
2012-11-20 08:00:00+00:00,1.590210,1.591410,1.590120,1.591240,1145.000000
2012-11-20 09:00:00+00:00,1.591230,1.591770,1.591080,1.591400,1567.000000
2012-11-20 10:00:00+00:00,1.591390,1.591870,1.591300,1.591660,1182.000000
2012-11-20 11:00:00+00:00,1.591710,1.591820,1.591320,1.591780,1280.000000
2012-11-20 12:00:00+00:00,1.591720,1.591790,1.590900,1.590940,1658.000000
2012-11-20 13:00:00+00:00,1.590970,1.591780,1.590240,1.591150,2331.000000
2012-11-20 14:00:00+00:00,1.591150,1.592220,1.589840,1.589880,3643.000000
2012-11-20 15:00:00+00:00,1.589890,1.591480,1.589860,1.590870,2772.000000
2012-11-20 16:00:00+00:00,1.590890,1.593540,1.590490,1.592430,3185.000000
2012-11-20 17:00:00+00:00,1.592460,1.593360,1.592090,1.592510,2707.000000
2012-11-20 18:00:00+00:00,1.592450,1.593220,1.591100,1.591200,3046.000000
2012-11-20 19:00:00+00:00,1.591260,1.593350,1.591140,1.592110,3290.000000
2012-11-20 20:00:00+00:00,1.592120,1.592140,1.590810,1.591670,3123.000000
2012-11-20 21:00:00+00:00,1.591640,1.592260,1.590810,1.591520,2966.000000
2012-11-20 22:00:00+00:00,1.591510,1.592660,1.591000,1.592500,2909.000000
2012-11-20 23:00:00+00:00,1.592520,1.592850,1.591370,1.592350,2256.000000
2012-11-21 00:00:00+00:00,1.592350,1.592450,1.591260,1.591950,2170.000000
2012-11-21 01:00:00+00:00,1.591950,1.592030,1.591130,1.591460,1487.000000
2012-11-21 02:00:00+00:00,1.591460,1.592610,1.591460,1.592520,1311.000000
2012-11-21 03:00:00+00:00,1.592550,1.592630,1.592100,1.592560,1141.000000
2012-11-21 04:00:00+00:00,1.592580,1.592580,1.592210,1.592520,944.000000
2012-11-21 05:00:00+00:00,1.592500,1.592710,1.592220,1.592230,1101.000000
2012-11-21 06:00:00+00:00,1.592220,1.592770,1.592030,1.592270,1377.000000
2012-11-21 07:00:00+00:00,1.592260,1.592650,1.591980,1.592440,1376.000000
2012-11-21 08:00:00+00:00,1.592430,1.592710,1.592060,1.592140,1234.000000
2012-11-21 09:00:00+00:00,1.592130,1.592750,1.591310,1.591450,2310.000000
2012-11-21 10:00:00+00:00,1.591450,1.591490,1.590190,1.590300,2334.000000
2012-11-21 11:00:00+00:00,1.590280,1.590770,1.589930,1.590520,1744.000000
2012-11-21 12:00:00+00:00,1.590490,1.590680,1.588940,1.589400,1985.000000
2012-11-21 13:00:00+00:00,1.589400,1.590770,1.588270,1.589920,3085.000000
2012-11-21 14:00:00+00:00,1.589900,1.591390,1.589170,1.590270,3485.000000
2012-11-21 15:00:00+00:00,1.590280,1.592900,1.590250,1.591750,3606.000000
2012-11-21 16:00:00+00:00,1.591740,1.592090,1.590480,1.590480,2864.000000
2012-11-21 17:00:00+00:00,1.590490,1.593690,1.590390,1.593200,3192.000000
2012-11-21 18:00:00+00:00,1.593210,1.594060,1.592840,1.593290,2743.000000
2012-11-21 19:00:00+00:00,1.593270,1.594770,1.592670,1.594110,3086.000000
2012-11-21 20:00:00+00:00,1.594090,1.594540,1.593230,1.593760,3298.000000
2012-11-21 21:00:00+00:00,1.593730,1.593900,1.592260,1.593450,3526.000000
2012-11-21 22:00:00+00:00,1.593440,1.594260,1.593200,1.593420,2432.000000
2012-11-21 23:00:00+00:00,1.593430,1.594450,1.593100,1.594190,1530.000000
2012-11-22 00:00:00+00:00,1.594140,1.594400,1.594040,1.594270,1363.000000
2012-11-22 01:00:00+00:00,1.594260,1.594970,1.594040,1.594670,1187.000000
2012-11-22 02:00:00+00:00,1.594660,1.595450,1.594600,1.595300,1076.000000
2012-11-22 03:00:00+00:00,1.595290,1.595300,1.594930,1.595090,1052.000000
2012-11-22 04:00:00+00:00,1.595110,1.595630,1.594990,1.595460,1156.000000
2012-11-22 05:00:00+00:00,1.595470,1.596880,1.595420,1.596740,1975.000000
2012-11-22 06:00:00+00:00,1.596690,1.596860,1.596410,1.596760,1455.000000
2012-11-22 07:00:00+00:00,1.596750,1.596860,1.596040,1.596260,1646.000000
2012-11-22 08:00:00+00:00,1.596250,1.596600,1.595970,1.596560,1218.000000
2012-11-22 09:00:00+00:00,1.596550,1.596590,1.595920,1.596250,1060.000000
2012-11-22 10:00:00+00:00,1.596260,1.596260,1.595530,1.595920,1555.000000
2012-11-22 11:00:00+00:00,1.595970,1.596090,1.595560,1.595870,1165.000000
2012-11-22 12:00:00+00:00,1.595870,1.596140,1.595590,1.595590,971.000000
2012-11-22 13:00:00+00:00,1.595600,1.596430,1.595560,1.596150,2251.000000
2012-11-22 14:00:00+00:00,1.596170,1.597630,1.595640,1.597300,3547.000000
2012-11-22 15:00:00+00:00,1.597310,1.597790,1.594670,1.594860,2920.000000
2012-11-22 16:00:00+00:00,1.594870,1.596190,1.594690,1.594860,3001.000000
2012-11-22 17:00:00+00:00,1.594850,1.595860,1.594640,1.595410,2564.000000
2012-11-22 18:00:00+00:00,1.595330,1.596720,1.594970,1.596390,2514.000000
