timestamp,open,high,low,close,volume
2023-01-02 00:00:00+00:00,1.1000000000,1.1000774539,1.0999393784,1.1000168323,0.0000000000
2023-01-02 01:00:00+00:00,1.1000168323,1.1001905978,1.0999267962,1.1001005617,0.0000000000
2023-01-02 02:00:00+00:00,1.1001005617,1.1002318234,1.0997465873,1.0998778490,0.0000000000
2023-01-02 03:00:00+00:00,1.0998778490,1.1000408677,1.0997945158,1.0999575344,0.0000000000
2023-01-02 04:00:00+00:00,1.0999575344,1.1000184051,1.0997932152,1.0998540859,0.0000000000
2023-01-02 05:00:00+00:00,1.0998540859,1.0999289961,1.0997819065,1.0998568167,0.0000000000
2023-01-02 06:00:00+00:00,1.0998568167,1.1000597240,1.0997697197,1.0999726270,0.0000000000
2023-01-02 07:00:00+00:00,1.0999726270,1.1003531530,1.0998820489,1.1002625749,0.0000000000
2023-01-02 08:00:00+00:00,1.1002625749,1.1003498028,1.1000826024,1.1001698303,0.0000000000
2023-01-02 09:00:00+00:00,1.1001698303,1.1002809303,1.1000875936,1.1001986936,0.0000000000
2023-01-02 10:00:00+00:00,1.1001986936,1.1002661150,1.1000939956,1.1001614170,0.0000000000
2023-01-02 11:00:00+00:00,1.1001614170,1.1002234041,1.0999434628,1.1000054499,0.0000000000
2023-01-02 12:00:00+00:00,1.1000054499,1.1000663692,1.0998898897,1.0999508091,0.0000000000
2023-01-02 13:00:00+00:00,1.0999508091,1.1000299356,1.0998741149,1.0999532415,0.0000000000
2023-01-02 14:00:00+00:00,1.0999532415,1.1000083853,1.0997388833,1.0997940271,0.0000000000
2023-01-02 15:00:00+00:00,1.0997940271,1.0998862778,1.0996985225,1.0997907732,0.0000000000
2023-01-02 16:00:00+00:00,1.0997907732,1.0999077407,1.0996944019,1.0998113695,0.0000000000
2023-01-02 17:00:00+00:00,1.0998113695,1.0999112201,1.0997174339,1.0998172845,0.0000000000
2023-01-02 18:00:00+00:00,1.0998172845,1.0999484444,1.0997246191,1.0998557790,0.0000000000
2023-01-02 19:00:00+00:00,1.0998557790,1.1000873934,1.0997710049,1.1000026192,0.0000000000
2023-01-02 20:00:00+00:00,1.1000026192,1.1002101854,1.0999070652,1.1001146314,0.0000000000
2023-01-02 21:00:00+00:00,1.1001146314,1.1002462570,1.1000099364,1.1001415621,0.0000000000
2023-01-02 22:00:00+00:00,1.1001415621,1.1002330306,1.0999732152,1.1000646837,0.0000000000
2023-01-02 23:00:00+00:00,1.1000646837,1.1002372465,1.0999865099,1.1001590728,0.0000000000
2023-01-03 00:00:00+00:00,1.1001590728,1.1002319626,1.1000953465,1.1001682363,0.0000000000
2023-01-03 01:00:00+00:00,1.1001682363,1.1002519031,1.0999634357,1.1000471025,0.0000000000
2023-01-03 02:00:00+00:00,1.1000471025,1.1001205930,1.0999374841,1.1000109746,0.0000000000
2023-01-03 03:00:00+00:00,1.1000109746,1.1000954995,1.0999316050,1.1000161300,0.0000000000
2023-01-03 04:00:00+00:00,1.1000161300,1.1001713246,1.0999392994,1.1000944939,0.0000000000
2023-01-03 05:00:00+00:00,1.1000944939,1.1003717529,1.0999841023,1.1002613613,0.0000000000
2023-01-03 06:00:00+00:00,1.1002613613,1.1003539318,1.1000433379,1.1001359084,0.0000000000
2023-01-03 07:00:00+00:00,1.1001359084,1.1004340602,1.1000119320,1.1003100838,0.0000000000
2023-01-03 08:00:00+00:00,1.1003100838,1.1004101559,1.1002262833,1.1003263554,0.0000000000
2023-01-03 09:00:00+00:00,1.1003263554,1.1004490069,1.0999541095,1.1000767610,0.0000000000
2023-01-03 10:00:00+00:00,1.1000767610,1.1003249869,1.1000488860,1.1002971119,0.0000000000
2023-01-03 11:00:00+00:00,1.1002971119,1.1003302382,1.1002413639,1.1002744902,0.0000000000
2023-01-03 12:00:00+00:00,1.1002744902,1.1003878995,1.1001252306,1.1002386399,0.0000000000
2023-01-03 13:00:00+00:00,1.1002386399,1.1003361482,1.1000514980,1.1001490063,0.0000000000
