timestamp,open,high,low,close,volume,momentum_5,momentum_20,rsi_14,atr_14,volatility_regime,feature_valid,supplied_model_probability,signal,position_state,entry,exit,exit_reason,position_size,stop_loss,take_profit
2023-01-02 00:00:00+00:00,1.1000000000,1.1000774539,1.0999393784,1.1000168323,0.0000000000,,,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 01:00:00+00:00,1.1000168323,1.1001905978,1.0999267962,1.1001005617,0.0000000000,,,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 02:00:00+00:00,1.1001005617,1.1002318234,1.0997465873,1.0998778490,0.0000000000,,,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 03:00:00+00:00,1.0998778490,1.1000408677,1.0997945158,1.0999575344,0.0000000000,,,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 04:00:00+00:00,1.0999575344,1.1000184051,1.0997932152,1.0998540859,0.0000000000,,,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 05:00:00+00:00,1.0998540859,1.0999289961,1.0997819065,1.0998568167,0.0000000000,-0.0001454665,,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 06:00:00+00:00,1.0998568167,1.1000597240,1.0997697197,1.0999726270,0.0000000000,-0.0001162936,,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 07:00:00+00:00,1.0999726270,1.1003531530,1.0998820489,1.1002625749,0.0000000000,0.0003497897,,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 08:00:00+00:00,1.1002625749,1.1003498028,1.1000826024,1.1001698303,0.0000000000,0.0001930037,,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 09:00:00+00:00,1.1001698303,1.1002809303,1.1000875936,1.1001986936,0.0000000000,0.0003133213,,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 10:00:00+00:00,1.1001986936,1.1002661150,1.1000939956,1.1001614170,0.0000000000,0.0002769454,,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 11:00:00+00:00,1.1001614170,1.1002234041,1.0999434628,1.1000054499,0.0000000000,0.0000298397,,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 12:00:00+00:00,1.1000054499,1.1000663692,1.0998898897,1.0999508091,0.0000000000,-0.0002833559,,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 13:00:00+00:00,1.0999508091,1.1000299356,1.0998741149,1.0999532415,0.0000000000,-0.0001968685,,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 14:00:00+00:00,1.0999532415,1.1000083853,1.0997388833,1.0997940271,0.0000000000,-0.0003678122,,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 15:00:00+00:00,1.0997940271,1.0998862778,1.0996985225,1.0997907732,0.0000000000,-0.0003368995,,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 16:00:00+00:00,1.0997907732,1.0999077407,1.0996944019,1.0998113695,0.0000000000,-0.0001764359,,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 17:00:00+00:00,1.0998113695,1.0999112201,1.0997174339,1.0998172845,0.0000000000,-0.0001213914,,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 18:00:00+00:00,1.0998172845,1.0999484444,1.0997246191,1.0998557790,0.0000000000,-0.0000886061,,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 19:00:00+00:00,1.0998557790,1.1000873934,1.0997710049,1.1000026192,0.0000000000,0.0001896647,,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 20:00:00+00:00,1.1000026192,1.1002101854,1.0999070652,1.1001146314,0.0000000000,0.0002944725,0.0000889069,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 21:00:00+00:00,1.1001146314,1.1002462570,1.1000099364,1.1001415621,0.0000000000,0.0003002266,0.0000372697,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 22:00:00+00:00,1.1001415621,1.1002330306,1.0999732152,1.1000646837,0.0000000000,0.0002249457,0.0001698686,,,,False,,FLAT,FLAT,,,,,,
2023-01-02 23:00:00+00:00,1.1000646837,1.1002372465,1.0999865099,1.1001590728,0.0000000000,0.0002757577,0.0001832237,,,,False,,FLAT,FLAT,,,,,,
